# kopru_tumbacak_raster.png kaynak verisi: aksiyon potansiyeli zamanlari
t_s,kaynak,ad,grup
2.630075,internoron,RC_diz_flx,-
2.631775,internoron,RC_diz_flx,-
2.649025,internoron,RC_diz_flx,-
2.652525,internoron,RC_diz_flx,-
2.656900,internoron,RC_diz_flx,-
2.663825,internoron,RC_diz_flx,-
2.694550,internoron,RC_diz_flx,-
2.712950,internoron,RC_diz_flx,-
2.716450,internoron,RC_diz_flx,-
2.720850,internoron,RC_diz_flx,-
2.727850,internoron,RC_diz_flx,-
2.739625,internoron,RC_diz_flx,-
2.758025,internoron,RC_diz_flx,-
2.761525,internoron,RC_diz_flx,-
2.765925,internoron,RC_diz_flx,-
2.772925,internoron,RC_diz_flx,-
2.785600,internoron,RC_diz_flx,-
2.794200,internoron,RC_diz_flx,-
2.810725,internoron,RC_diz_flx,-
2.814250,internoron,RC_diz_flx,-
2.818700,internoron,RC_diz_flx,-
2.825850,internoron,RC_diz_flx,-
0.004350,internoron,PF_diz_ext,-
0.013350,internoron,PF_diz_ext,-
0.022375,internoron,PF_diz_ext,-
0.031400,internoron,PF_diz_ext,-
0.040450,internoron,PF_diz_ext,-
0.049475,internoron,PF_diz_ext,-
0.058500,internoron,PF_diz_ext,-
0.067525,internoron,PF_diz_ext,-
0.076575,internoron,PF_diz_ext,-
0.085600,internoron,PF_diz_ext,-
0.094700,internoron,PF_diz_ext,-
0.103900,internoron,PF_diz_ext,-
0.113525,internoron,PF_diz_ext,-
0.123975,internoron,PF_diz_ext,-
0.134925,internoron,PF_diz_ext,-
0.145225,internoron,PF_diz_ext,-
0.154750,internoron,PF_diz_ext,-
0.163900,internoron,PF_diz_ext,-
0.172950,internoron,PF_diz_ext,-
0.182000,internoron,PF_diz_ext,-
0.191025,internoron,PF_diz_ext,-
0.200050,internoron,PF_diz_ext,-
0.209075,internoron,PF_diz_ext,-
0.218125,internoron,PF_diz_ext,-
0.227150,internoron,PF_diz_ext,-
0.236175,internoron,PF_diz_ext,-
0.245200,internoron,PF_diz_ext,-
0.254250,internoron,PF_diz_ext,-
0.263275,internoron,PF_diz_ext,-
0.272300,internoron,PF_diz_ext,-
0.281350,internoron,PF_diz_ext,-
0.290375,internoron,PF_diz_ext,-
0.299425,internoron,PF_diz_ext,-
0.308575,internoron,PF_diz_ext,-
0.318450,internoron,PF_diz_ext,-
0.492225,internoron,PF_diz_ext,-
0.502200,internoron,PF_diz_ext,-
0.511350,internoron,PF_diz_ext,-
0.520375,internoron,PF_diz_ext,-
0.529425,internoron,PF_diz_ext,-
0.538450,internoron,PF_diz_ext,-
0.547475,internoron,PF_diz_ext,-
0.556500,internoron,PF_diz_ext,-
0.565525,internoron,PF_diz_ext,-
0.574575,internoron,PF_diz_ext,-
0.583600,internoron,PF_diz_ext,-
0.592625,internoron,PF_diz_ext,-
0.601650,internoron,PF_diz_ext,-
0.610675,internoron,PF_diz_ext,-
0.619725,internoron,PF_diz_ext,-
0.628750,internoron,PF_diz_ext,-
0.637775,internoron,PF_diz_ext,-
0.646825,internoron,PF_diz_ext,-
0.655850,internoron,PF_diz_ext,-
0.664875,internoron,PF_diz_ext,-
0.673925,internoron,PF_diz_ext,-
0.682975,internoron,PF_diz_ext,-
0.692050,internoron,PF_diz_ext,-
0.701475,internoron,PF_diz_ext,-
0.718225,internoron,PF_diz_ext,-
0.878925,internoron,PF_diz_ext,-
0.888925,internoron,PF_diz_ext,-
0.898050,internoron,PF_diz_ext,-
0.907075,internoron,PF_diz_ext,-
0.916125,internoron,PF_diz_ext,-
0.925150,internoron,PF_diz_ext,-
0.934175,internoron,PF_diz_ext,-
0.943200,internoron,PF_diz_ext,-
0.952250,internoron,PF_diz_ext,-
0.961275,internoron,PF_diz_ext,-
0.970300,internoron,PF_diz_ext,-
0.979325,internoron,PF_diz_ext,-
0.988350,internoron,PF_diz_ext,-
0.997400,internoron,PF_diz_ext,-
1.006425,internoron,PF_diz_ext,-
1.015450,internoron,PF_diz_ext,-
1.024475,internoron,PF_diz_ext,-
1.033525,internoron,PF_diz_ext,-
1.042550,internoron,PF_diz_ext,-
1.051600,internoron,PF_diz_ext,-
1.060625,internoron,PF_diz_ext,-
1.069675,internoron,PF_diz_ext,-
1.078750,internoron,PF_diz_ext,-
1.088200,internoron,PF_diz_ext,-
1.107325,internoron,PF_diz_ext,-
1.265450,internoron,PF_diz_ext,-
1.275425,internoron,PF_diz_ext,-
1.284575,internoron,PF_diz_ext,-
1.293600,internoron,PF_diz_ext,-
1.302625,internoron,PF_diz_ext,-
1.311675,internoron,PF_diz_ext,-
1.320700,internoron,PF_diz_ext,-
1.329725,internoron,PF_diz_ext,-
1.338750,internoron,PF_diz_ext,-
1.347775,internoron,PF_diz_ext,-
1.356825,internoron,PF_diz_ext,-
1.365850,internoron,PF_diz_ext,-
1.374875,internoron,PF_diz_ext,-
1.383900,internoron,PF_diz_ext,-
1.392950,internoron,PF_diz_ext,-
1.401975,internoron,PF_diz_ext,-
1.411000,internoron,PF_diz_ext,-
1.420025,internoron,PF_diz_ext,-
1.429075,internoron,PF_diz_ext,-
1.438100,internoron,PF_diz_ext,-
1.447150,internoron,PF_diz_ext,-
1.456175,internoron,PF_diz_ext,-
1.465275,internoron,PF_diz_ext,-
1.474725,internoron,PF_diz_ext,-
1.493600,internoron,PF_diz_ext,-
1.651975,internoron,PF_diz_ext,-
1.661975,internoron,PF_diz_ext,-
1.671100,internoron,PF_diz_ext,-
1.680125,internoron,PF_diz_ext,-
1.689175,internoron,PF_diz_ext,-
1.698200,internoron,PF_diz_ext,-
1.707225,internoron,PF_diz_ext,-
1.716250,internoron,PF_diz_ext,-
1.725275,internoron,PF_diz_ext,-
1.734325,internoron,PF_diz_ext,-
1.743350,internoron,PF_diz_ext,-
1.752375,internoron,PF_diz_ext,-
1.761400,internoron,PF_diz_ext,-
1.770450,internoron,PF_diz_ext,-
1.779475,internoron,PF_diz_ext,-
1.788500,internoron,PF_diz_ext,-
1.797525,internoron,PF_diz_ext,-
1.806575,internoron,PF_diz_ext,-
1.815600,internoron,PF_diz_ext,-
1.824625,internoron,PF_diz_ext,-
1.833675,internoron,PF_diz_ext,-
1.842725,internoron,PF_diz_ext,-
1.851800,internoron,PF_diz_ext,-
1.861250,internoron,PF_diz_ext,-
1.880175,internoron,PF_diz_ext,-
2.038500,internoron,PF_diz_ext,-
2.048500,internoron,PF_diz_ext,-
2.057625,internoron,PF_diz_ext,-
2.066650,internoron,PF_diz_ext,-
2.075700,internoron,PF_diz_ext,-
2.084725,internoron,PF_diz_ext,-
2.093750,internoron,PF_diz_ext,-
2.102775,internoron,PF_diz_ext,-
2.111825,internoron,PF_diz_ext,-
2.120850,internoron,PF_diz_ext,-
2.129875,internoron,PF_diz_ext,-
2.138900,internoron,PF_diz_ext,-
2.147925,internoron,PF_diz_ext,-
2.156975,internoron,PF_diz_ext,-
2.166000,internoron,PF_diz_ext,-
2.175025,internoron,PF_diz_ext,-
2.184050,internoron,PF_diz_ext,-
2.193100,internoron,PF_diz_ext,-
2.202125,internoron,PF_diz_ext,-
2.211175,internoron,PF_diz_ext,-
2.220200,internoron,PF_diz_ext,-
2.229250,internoron,PF_diz_ext,-
2.238325,internoron,PF_diz_ext,-
2.247775,internoron,PF_diz_ext,-
2.266750,internoron,PF_diz_ext,-
2.425025,internoron,PF_diz_ext,-
2.435025,internoron,PF_diz_ext,-
2.444150,internoron,PF_diz_ext,-
2.453175,internoron,PF_diz_ext,-
2.462225,internoron,PF_diz_ext,-
2.471250,internoron,PF_diz_ext,-
2.480275,internoron,PF_diz_ext,-
2.489300,internoron,PF_diz_ext,-
2.498350,internoron,PF_diz_ext,-
2.507375,internoron,PF_diz_ext,-
2.516400,internoron,PF_diz_ext,-
2.525425,internoron,PF_diz_ext,-
2.534450,internoron,PF_diz_ext,-
2.543500,internoron,PF_diz_ext,-
2.552525,internoron,PF_diz_ext,-
2.561550,internoron,PF_diz_ext,-
2.570575,internoron,PF_diz_ext,-
2.579625,internoron,PF_diz_ext,-
2.588650,internoron,PF_diz_ext,-
2.597700,internoron,PF_diz_ext,-
2.606725,internoron,PF_diz_ext,-
2.615775,internoron,PF_diz_ext,-
2.624850,internoron,PF_diz_ext,-
2.634300,internoron,PF_diz_ext,-
2.653275,internoron,PF_diz_ext,-
2.811550,internoron,PF_diz_ext,-
2.821550,internoron,PF_diz_ext,-
2.830675,internoron,PF_diz_ext,-
2.839700,internoron,PF_diz_ext,-
2.848750,internoron,PF_diz_ext,-
2.857775,internoron,PF_diz_ext,-
2.866800,internoron,PF_diz_ext,-
2.875825,internoron,PF_diz_ext,-
2.884875,internoron,PF_diz_ext,-
2.893900,internoron,PF_diz_ext,-
2.902925,internoron,PF_diz_ext,-
2.911950,internoron,PF_diz_ext,-
2.920975,internoron,PF_diz_ext,-
2.930025,internoron,PF_diz_ext,-
2.939050,internoron,PF_diz_ext,-
2.948075,internoron,PF_diz_ext,-
2.957100,internoron,PF_diz_ext,-
2.966150,internoron,PF_diz_ext,-
2.975175,internoron,PF_diz_ext,-
2.984225,internoron,PF_diz_ext,-
2.993250,internoron,PF_diz_ext,-
0.478975,internoron,IIrly_diz_ext,-
0.509250,internoron,IIrly_diz_ext,-
0.865900,internoron,IIrly_diz_ext,-
0.895125,internoron,IIrly_diz_ext,-
1.255900,internoron,IIrly_diz_ext,-
1.285775,internoron,IIrly_diz_ext,-
1.643100,internoron,IIrly_diz_ext,-
1.673950,internoron,IIrly_diz_ext,-
2.027575,internoron,IIrly_diz_ext,-
2.056950,internoron,IIrly_diz_ext,-
2.416050,internoron,IIrly_diz_ext,-
2.446450,internoron,IIrly_diz_ext,-
2.801050,internoron,IIrly_diz_ext,-
2.830825,internoron,IIrly_diz_ext,-
0.005100,internoron,IaIN_diz_ext,-
0.023025,internoron,IaIN_diz_ext,-
0.032050,internoron,IaIN_diz_ext,-
0.041100,internoron,IaIN_diz_ext,-
0.050125,internoron,IaIN_diz_ext,-
0.059150,internoron,IaIN_diz_ext,-
0.068175,internoron,IaIN_diz_ext,-
0.077225,internoron,IaIN_diz_ext,-
0.086250,internoron,IaIN_diz_ext,-
0.095325,internoron,IaIN_diz_ext,-
0.104525,internoron,IaIN_diz_ext,-
0.113825,internoron,IaIN_diz_ext,-
0.123200,internoron,IaIN_diz_ext,-
0.124800,internoron,IaIN_diz_ext,-
0.131275,internoron,IaIN_diz_ext,-
0.134000,internoron,IaIN_diz_ext,-
0.135725,internoron,IaIN_diz_ext,-
0.142175,internoron,IaIN_diz_ext,-
0.144850,internoron,IaIN_diz_ext,-
0.146125,internoron,IaIN_diz_ext,-
0.152800,internoron,IaIN_diz_ext,-
0.155375,internoron,IaIN_diz_ext,-
0.164500,internoron,IaIN_diz_ext,-
0.173575,internoron,IaIN_diz_ext,-
0.182650,internoron,IaIN_diz_ext,-
0.191675,internoron,IaIN_diz_ext,-
0.200700,internoron,IaIN_diz_ext,-
0.209725,internoron,IaIN_diz_ext,-
0.218775,internoron,IaIN_diz_ext,-
0.227800,internoron,IaIN_diz_ext,-
0.236825,internoron,IaIN_diz_ext,-
0.245850,internoron,IaIN_diz_ext,-
0.254900,internoron,IaIN_diz_ext,-
0.263925,internoron,IaIN_diz_ext,-
0.272950,internoron,IaIN_diz_ext,-
0.282000,internoron,IaIN_diz_ext,-
0.291025,internoron,IaIN_diz_ext,-
0.300075,internoron,IaIN_diz_ext,-
0.309200,internoron,IaIN_diz_ext,-
0.318525,internoron,IaIN_diz_ext,-
0.327600,internoron,IaIN_diz_ext,-
0.330475,internoron,IaIN_diz_ext,-
0.333700,internoron,IaIN_diz_ext,-
0.337525,internoron,IaIN_diz_ext,-
0.342650,internoron,IaIN_diz_ext,-
0.355225,internoron,IaIN_diz_ext,-
0.492975,internoron,IaIN_diz_ext,-
0.502975,internoron,IaIN_diz_ext,-
0.512000,internoron,IaIN_diz_ext,-
0.521025,internoron,IaIN_diz_ext,-
0.530075,internoron,IaIN_diz_ext,-
0.539100,internoron,IaIN_diz_ext,-
0.548125,internoron,IaIN_diz_ext,-
0.557150,internoron,IaIN_diz_ext,-
0.566175,internoron,IaIN_diz_ext,-
0.575225,internoron,IaIN_diz_ext,-
0.584250,internoron,IaIN_diz_ext,-
0.593275,internoron,IaIN_diz_ext,-
0.602300,internoron,IaIN_diz_ext,-
0.611325,internoron,IaIN_diz_ext,-
0.620375,internoron,IaIN_diz_ext,-
0.629400,internoron,IaIN_diz_ext,-
0.638425,internoron,IaIN_diz_ext,-
0.647475,internoron,IaIN_diz_ext,-
0.656500,internoron,IaIN_diz_ext,-
0.665525,internoron,IaIN_diz_ext,-
0.674575,internoron,IaIN_diz_ext,-
0.683625,internoron,IaIN_diz_ext,-
0.692675,internoron,IaIN_diz_ext,-
0.702000,internoron,IaIN_diz_ext,-
0.711350,internoron,IaIN_diz_ext,-
0.714250,internoron,IaIN_diz_ext,-
0.717575,internoron,IaIN_diz_ext,-
0.719050,internoron,IaIN_diz_ext,-
0.725575,internoron,IaIN_diz_ext,-
0.728275,internoron,IaIN_diz_ext,-
0.731300,internoron,IaIN_diz_ext,-
0.734775,internoron,IaIN_diz_ext,-
0.739100,internoron,IaIN_diz_ext,-
0.745850,internoron,IaIN_diz_ext,-
0.879675,internoron,IaIN_diz_ext,-
0.889700,internoron,IaIN_diz_ext,-
0.898700,internoron,IaIN_diz_ext,-
0.907725,internoron,IaIN_diz_ext,-
0.916775,internoron,IaIN_diz_ext,-
0.925800,internoron,IaIN_diz_ext,-
0.934825,internoron,IaIN_diz_ext,-
0.943850,internoron,IaIN_diz_ext,-
0.952900,internoron,IaIN_diz_ext,-
0.961925,internoron,IaIN_diz_ext,-
0.970950,internoron,IaIN_diz_ext,-
0.979975,internoron,IaIN_diz_ext,-
0.989000,internoron,IaIN_diz_ext,-
0.998050,internoron,IaIN_diz_ext,-
1.007075,internoron,IaIN_diz_ext,-
1.016100,internoron,IaIN_diz_ext,-
1.025125,internoron,IaIN_diz_ext,-
1.034175,internoron,IaIN_diz_ext,-
1.043200,internoron,IaIN_diz_ext,-
1.052250,internoron,IaIN_diz_ext,-
1.061275,internoron,IaIN_diz_ext,-
1.070325,internoron,IaIN_diz_ext,-
1.079375,internoron,IaIN_diz_ext,-
1.088700,internoron,IaIN_diz_ext,-
1.098050,internoron,IaIN_diz_ext,-
1.100975,internoron,IaIN_diz_ext,-
1.104275,internoron,IaIN_diz_ext,-
1.107975,internoron,IaIN_diz_ext,-
1.117625,internoron,IaIN_diz_ext,-
1.120700,internoron,IaIN_diz_ext,-
1.124250,internoron,IaIN_diz_ext,-
1.128750,internoron,IaIN_diz_ext,-
1.136150,internoron,IaIN_diz_ext,-
1.266200,internoron,IaIN_diz_ext,-
1.276200,internoron,IaIN_diz_ext,-
1.285225,internoron,IaIN_diz_ext,-
1.294250,internoron,IaIN_diz_ext,-
1.303275,internoron,IaIN_diz_ext,-
1.312325,internoron,IaIN_diz_ext,-
1.321350,internoron,IaIN_diz_ext,-
1.330375,internoron,IaIN_diz_ext,-
1.339400,internoron,IaIN_diz_ext,-
1.348425,internoron,IaIN_diz_ext,-
1.357475,internoron,IaIN_diz_ext,-
1.366500,internoron,IaIN_diz_ext,-
1.375525,internoron,IaIN_diz_ext,-
1.384550,internoron,IaIN_diz_ext,-
1.393600,internoron,IaIN_diz_ext,-
1.402625,internoron,IaIN_diz_ext,-
1.411650,internoron,IaIN_diz_ext,-
1.420675,internoron,IaIN_diz_ext,-
1.429725,internoron,IaIN_diz_ext,-
1.438750,internoron,IaIN_diz_ext,-
1.447800,internoron,IaIN_diz_ext,-
1.456825,internoron,IaIN_diz_ext,-
1.465900,internoron,IaIN_diz_ext,-
1.475225,internoron,IaIN_diz_ext,-
1.484575,internoron,IaIN_diz_ext,-
1.487500,internoron,IaIN_diz_ext,-
1.490800,internoron,IaIN_diz_ext,-
1.494275,internoron,IaIN_diz_ext,-
1.503900,internoron,IaIN_diz_ext,-
1.506975,internoron,IaIN_diz_ext,-
1.510525,internoron,IaIN_diz_ext,-
1.515000,internoron,IaIN_diz_ext,-
1.522375,internoron,IaIN_diz_ext,-
1.652725,internoron,IaIN_diz_ext,-
1.662750,internoron,IaIN_diz_ext,-
1.671750,internoron,IaIN_diz_ext,-
1.680775,internoron,IaIN_diz_ext,-
1.689825,internoron,IaIN_diz_ext,-
1.698850,internoron,IaIN_diz_ext,-
1.707875,internoron,IaIN_diz_ext,-
1.716900,internoron,IaIN_diz_ext,-
1.725925,internoron,IaIN_diz_ext,-
1.734975,internoron,IaIN_diz_ext,-
1.744000,internoron,IaIN_diz_ext,-
1.753025,internoron,IaIN_diz_ext,-
1.762050,internoron,IaIN_diz_ext,-
1.771100,internoron,IaIN_diz_ext,-
1.780125,internoron,IaIN_diz_ext,-
1.789150,internoron,IaIN_diz_ext,-
1.798175,internoron,IaIN_diz_ext,-
1.807225,internoron,IaIN_diz_ext,-
1.816250,internoron,IaIN_diz_ext,-
1.825275,internoron,IaIN_diz_ext,-
1.834325,internoron,IaIN_diz_ext,-
1.843375,internoron,IaIN_diz_ext,-
1.852425,internoron,IaIN_diz_ext,-
1.861750,internoron,IaIN_diz_ext,-
1.871100,internoron,IaIN_diz_ext,-
1.874025,internoron,IaIN_diz_ext,-
1.877325,internoron,IaIN_diz_ext,-
1.880850,internoron,IaIN_diz_ext,-
1.890475,internoron,IaIN_diz_ext,-
1.893550,internoron,IaIN_diz_ext,-
1.897100,internoron,IaIN_diz_ext,-
1.901575,internoron,IaIN_diz_ext,-
1.908975,internoron,IaIN_diz_ext,-
2.039250,internoron,IaIN_diz_ext,-
2.049275,internoron,IaIN_diz_ext,-
2.058275,internoron,IaIN_diz_ext,-
2.067300,internoron,IaIN_diz_ext,-
2.076350,internoron,IaIN_diz_ext,-
2.085375,internoron,IaIN_diz_ext,-
2.094400,internoron,IaIN_diz_ext,-
2.103425,internoron,IaIN_diz_ext,-
2.112475,internoron,IaIN_diz_ext,-
2.121500,internoron,IaIN_diz_ext,-
2.130525,internoron,IaIN_diz_ext,-
2.139550,internoron,IaIN_diz_ext,-
2.148575,internoron,IaIN_diz_ext,-
2.157625,internoron,IaIN_diz_ext,-
2.166650,internoron,IaIN_diz_ext,-
2.175675,internoron,IaIN_diz_ext,-
2.184700,internoron,IaIN_diz_ext,-
2.193750,internoron,IaIN_diz_ext,-
2.202775,internoron,IaIN_diz_ext,-
2.211825,internoron,IaIN_diz_ext,-
2.220850,internoron,IaIN_diz_ext,-
2.229900,internoron,IaIN_diz_ext,-
2.238950,internoron,IaIN_diz_ext,-
2.248275,internoron,IaIN_diz_ext,-
2.257625,internoron,IaIN_diz_ext,-
2.260550,internoron,IaIN_diz_ext,-
2.263850,internoron,IaIN_diz_ext,-
2.267425,internoron,IaIN_diz_ext,-
2.277050,internoron,IaIN_diz_ext,-
2.280125,internoron,IaIN_diz_ext,-
2.283675,internoron,IaIN_diz_ext,-
2.288150,internoron,IaIN_diz_ext,-
2.295550,internoron,IaIN_diz_ext,-
2.425775,internoron,IaIN_diz_ext,-
2.435800,internoron,IaIN_diz_ext,-
2.444800,internoron,IaIN_diz_ext,-
2.453825,internoron,IaIN_diz_ext,-
2.462875,internoron,IaIN_diz_ext,-
2.471900,internoron,IaIN_diz_ext,-
2.480925,internoron,IaIN_diz_ext,-
2.489950,internoron,IaIN_diz_ext,-
2.499000,internoron,IaIN_diz_ext,-
2.508025,internoron,IaIN_diz_ext,-
2.517050,internoron,IaIN_diz_ext,-
2.526075,internoron,IaIN_diz_ext,-
2.535100,internoron,IaIN_diz_ext,-
2.544150,internoron,IaIN_diz_ext,-
2.553175,internoron,IaIN_diz_ext,-
2.562200,internoron,IaIN_diz_ext,-
2.571225,internoron,IaIN_diz_ext,-
2.580275,internoron,IaIN_diz_ext,-
2.589300,internoron,IaIN_diz_ext,-
2.598350,internoron,IaIN_diz_ext,-
2.607375,internoron,IaIN_diz_ext,-
2.616425,internoron,IaIN_diz_ext,-
2.625475,internoron,IaIN_diz_ext,-
2.634800,internoron,IaIN_diz_ext,-
2.644150,internoron,IaIN_diz_ext,-
2.647075,internoron,IaIN_diz_ext,-
2.650375,internoron,IaIN_diz_ext,-
2.653950,internoron,IaIN_diz_ext,-
2.663575,internoron,IaIN_diz_ext,-
2.666650,internoron,IaIN_diz_ext,-
2.670200,internoron,IaIN_diz_ext,-
2.674675,internoron,IaIN_diz_ext,-
2.682075,internoron,IaIN_diz_ext,-
2.812300,internoron,IaIN_diz_ext,-
2.822325,internoron,IaIN_diz_ext,-
2.831325,internoron,IaIN_diz_ext,-
2.840350,internoron,IaIN_diz_ext,-
2.849400,internoron,IaIN_diz_ext,-
2.858425,internoron,IaIN_diz_ext,-
2.867450,internoron,IaIN_diz_ext,-
2.876475,internoron,IaIN_diz_ext,-
2.885525,internoron,IaIN_diz_ext,-
2.894550,internoron,IaIN_diz_ext,-
2.903575,internoron,IaIN_diz_ext,-
2.912600,internoron,IaIN_diz_ext,-
2.921625,internoron,IaIN_diz_ext,-
2.930675,internoron,IaIN_diz_ext,-
2.939700,internoron,IaIN_diz_ext,-
2.948725,internoron,IaIN_diz_ext,-
2.957750,internoron,IaIN_diz_ext,-
2.966800,internoron,IaIN_diz_ext,-
2.975825,internoron,IaIN_diz_ext,-
2.984875,internoron,IaIN_diz_ext,-
2.993900,internoron,IaIN_diz_ext,-
0.006600,internoron,RC_diz_ext,-
0.335350,internoron,RC_diz_ext,-
0.338750,internoron,RC_diz_ext,-
0.342925,internoron,RC_diz_ext,-
0.349050,internoron,RC_diz_ext,-
0.494150,internoron,RC_diz_ext,-
0.718425,internoron,RC_diz_ext,-
0.720800,internoron,RC_diz_ext,-
0.733975,internoron,RC_diz_ext,-
0.737250,internoron,RC_diz_ext,-
0.741175,internoron,RC_diz_ext,-
0.746575,internoron,RC_diz_ext,-
0.880850,internoron,RC_diz_ext,-
1.105150,internoron,RC_diz_ext,-
1.108575,internoron,RC_diz_ext,-
1.109975,internoron,RC_diz_ext,-
1.122875,internoron,RC_diz_ext,-
1.126125,internoron,RC_diz_ext,-
1.130000,internoron,RC_diz_ext,-
1.135300,internoron,RC_diz_ext,-
1.267375,internoron,RC_diz_ext,-
1.491675,internoron,RC_diz_ext,-
1.495100,internoron,RC_diz_ext,-
1.496275,internoron,RC_diz_ext,-
1.509875,internoron,RC_diz_ext,-
1.513250,internoron,RC_diz_ext,-
1.517350,internoron,RC_diz_ext,-
1.523325,internoron,RC_diz_ext,-
1.653900,internoron,RC_diz_ext,-
1.878200,internoron,RC_diz_ext,-
1.881625,internoron,RC_diz_ext,-
1.882850,internoron,RC_diz_ext,-
1.896225,internoron,RC_diz_ext,-
1.899550,internoron,RC_diz_ext,-
1.903600,internoron,RC_diz_ext,-
1.909300,internoron,RC_diz_ext,-
2.040425,internoron,RC_diz_ext,-
2.264725,internoron,RC_diz_ext,-
2.268150,internoron,RC_diz_ext,-
2.269425,internoron,RC_diz_ext,-
2.282625,internoron,RC_diz_ext,-
2.285925,internoron,RC_diz_ext,-
2.289900,internoron,RC_diz_ext,-
2.295450,internoron,RC_diz_ext,-
2.426950,internoron,RC_diz_ext,-
2.651250,internoron,RC_diz_ext,-
2.654675,internoron,RC_diz_ext,-
2.655950,internoron,RC_diz_ext,-
2.669150,internoron,RC_diz_ext,-
2.672450,internoron,RC_diz_ext,-
2.676425,internoron,RC_diz_ext,-
2.681975,internoron,RC_diz_ext,-
2.813475,internoron,RC_diz_ext,-
0.004325,internoron,PF_bilek_df,-
0.013350,internoron,PF_bilek_df,-
0.022375,internoron,PF_bilek_df,-
0.031400,internoron,PF_bilek_df,-
0.040425,internoron,PF_bilek_df,-
0.049450,internoron,PF_bilek_df,-
0.058500,internoron,PF_bilek_df,-
0.067525,internoron,PF_bilek_df,-
0.076550,internoron,PF_bilek_df,-
0.085600,internoron,PF_bilek_df,-
0.094700,internoron,PF_bilek_df,-
0.104000,internoron,PF_bilek_df,-
0.113950,internoron,PF_bilek_df,-
0.125950,internoron,PF_bilek_df,-
0.147075,internoron,PF_bilek_df,-
0.294450,internoron,PF_bilek_df,-
0.305225,internoron,PF_bilek_df,-
0.314575,internoron,PF_bilek_df,-
0.323650,internoron,PF_bilek_df,-
0.332675,internoron,PF_bilek_df,-
0.341700,internoron,PF_bilek_df,-
0.350750,internoron,PF_bilek_df,-
0.359775,internoron,PF_bilek_df,-
0.368800,internoron,PF_bilek_df,-
0.377825,internoron,PF_bilek_df,-
0.386850,internoron,PF_bilek_df,-
0.395900,internoron,PF_bilek_df,-
0.404925,internoron,PF_bilek_df,-
0.413950,internoron,PF_bilek_df,-
0.422975,internoron,PF_bilek_df,-
0.432025,internoron,PF_bilek_df,-
0.441050,internoron,PF_bilek_df,-
0.450075,internoron,PF_bilek_df,-
0.459125,internoron,PF_bilek_df,-
0.468150,internoron,PF_bilek_df,-
0.477175,internoron,PF_bilek_df,-
0.486225,internoron,PF_bilek_df,-
0.495275,internoron,PF_bilek_df,-
0.504475,internoron,PF_bilek_df,-
0.515175,internoron,PF_bilek_df,-
0.685550,internoron,PF_bilek_df,-
0.695525,internoron,PF_bilek_df,-
0.704650,internoron,PF_bilek_df,-
0.713700,internoron,PF_bilek_df,-
0.722725,internoron,PF_bilek_df,-
0.731750,internoron,PF_bilek_df,-
0.740800,internoron,PF_bilek_df,-
0.749825,internoron,PF_bilek_df,-
0.758850,internoron,PF_bilek_df,-
0.767875,internoron,PF_bilek_df,-
0.776900,internoron,PF_bilek_df,-
0.785950,internoron,PF_bilek_df,-
0.794975,internoron,PF_bilek_df,-
0.804000,internoron,PF_bilek_df,-
0.813025,internoron,PF_bilek_df,-
0.822075,internoron,PF_bilek_df,-
0.831100,internoron,PF_bilek_df,-
0.840125,internoron,PF_bilek_df,-
0.849175,internoron,PF_bilek_df,-
0.858200,internoron,PF_bilek_df,-
0.867250,internoron,PF_bilek_df,-
0.876275,internoron,PF_bilek_df,-
0.885350,internoron,PF_bilek_df,-
0.894775,internoron,PF_bilek_df,-
0.911125,internoron,PF_bilek_df,-
1.072050,internoron,PF_bilek_df,-
1.082050,internoron,PF_bilek_df,-
1.091175,internoron,PF_bilek_df,-
1.100200,internoron,PF_bilek_df,-
1.109250,internoron,PF_bilek_df,-
1.118275,internoron,PF_bilek_df,-
1.127300,internoron,PF_bilek_df,-
1.136325,internoron,PF_bilek_df,-
1.145375,internoron,PF_bilek_df,-
1.154400,internoron,PF_bilek_df,-
1.163425,internoron,PF_bilek_df,-
1.172450,internoron,PF_bilek_df,-
1.181475,internoron,PF_bilek_df,-
1.190525,internoron,PF_bilek_df,-
1.199550,internoron,PF_bilek_df,-
1.208575,internoron,PF_bilek_df,-
1.217600,internoron,PF_bilek_df,-
1.226650,internoron,PF_bilek_df,-
1.235675,internoron,PF_bilek_df,-
1.244725,internoron,PF_bilek_df,-
1.253750,internoron,PF_bilek_df,-
1.262800,internoron,PF_bilek_df,-
1.271875,internoron,PF_bilek_df,-
1.281300,internoron,PF_bilek_df,-
1.297575,internoron,PF_bilek_df,-
1.458575,internoron,PF_bilek_df,-
1.468575,internoron,PF_bilek_df,-
1.477700,internoron,PF_bilek_df,-
1.486750,internoron,PF_bilek_df,-
1.495775,internoron,PF_bilek_df,-
1.504800,internoron,PF_bilek_df,-
1.513825,internoron,PF_bilek_df,-
1.522850,internoron,PF_bilek_df,-
1.531900,internoron,PF_bilek_df,-
1.540925,internoron,PF_bilek_df,-
1.549950,internoron,PF_bilek_df,-
1.558975,internoron,PF_bilek_df,-
1.568025,internoron,PF_bilek_df,-
1.577050,internoron,PF_bilek_df,-
1.586075,internoron,PF_bilek_df,-
1.595100,internoron,PF_bilek_df,-
1.604150,internoron,PF_bilek_df,-
1.613175,internoron,PF_bilek_df,-
